092921d - DNP_center2 @ 1031 RW.tiff	092921d
090121c DNP_Center2@919 RK.tiff	090121c
2019.05.29%2785_OS_R_1_0_0000022%2785_OS_R_1_0_0000022_Structure_0001.tiff	2785
061021a_Center1 @829 RK.tiff	061021a
121620d-WT_center 2@1042 RK RW.tiff	121620d
101221c - female_center2 @1014 RK.tiff	101221c
100520c_Center OS #2 BAB RK.tiff	100520c
020221e_center 2@1128 RK RK.tiff	020221e
070721a baseline_Center 1 @ 1020 RW.tiff	070721a
2019.03.04%Rightearcut_OD_R_1_0_0000007_RegAvg%004.tiff	Rightearcut
2019.05.29%9465_OD_R_1_0_0000139%9465_OD_R_1_0_0000139_Structure_0004.tiff	9465
100620a_Center #1 - RW RK.tiff	100620a
063021b FCCP_center2 @ 1126 RW.tiff	063021b
D093020-WT-113097_Center 1 @ 1023 AM BAB RW.tiff	D093020
2019.10.17%2934_OD_R_1_0_0000007_RegAvg%003.tiff	2934
062521c_Center1 @1029 RK.tiff	062521c
082721c f saline_Center1@1037 RK use for HB.tiff	082721c
2019.10.22%2932_OS_R_1_0_0000082_RegAvg%003.tiff	2932
070821a - FCCP_center 1 @1016 RK.tiff	070821a
052821c_Center 1@1014 RK.tiff	052821c
021621c-5xFAD male_center1 @958 RK RK.tiff	021621c
061621b_center 1@ 950 RW.tiff	061621b
2019.10.18%2932_OS_R_1_0_0000052_RegAvg%002.tiff	2932
2019.04.06%wt4_OD_R_1_0_0000079%wt4_OD_R_1_0_0000079_Structure_0001.tiff	wt4
072121a - GNAT_center 2@856 RW bab ok.tiff	072121a
081121b - Saline_center2 @ 956 RW.tiff	081121b
2019.03.25%2804_OD_R_1_0_0000155_RegAvg%001.tiff	2804
E100820 - KO #113099_center 1 @ 1109 CG RK.tiff	E100820
2019.02.26%2739_OD_R_1_0_0000120_RegAvg%002.tiff	2739
092421e FCCP RK_Center2@1121.tiff	092421e
2019.04.05%2735_OD_R_1_0_0000071_RegAvg%003.tiff	2735
2019.04.07%wt5_OS_R_1_0_0000124%001.tiff	wt5
2019.05.31%2785_OD_R_1_0_0000067%2785_OD_R_1_0_0000067_Structure_0002.tiff	2785
072121c - Control B6J_center 2@949 RW.tiff	072121c
2019.06.01%9465_OS_R_1_0_0000244%9465_OS_R_1_0_0000244_Structure_0003.tiff	9465
2019.05.30%2788_OS_R_1_0_0000052%2788_OS_R_1_0_0000052_Structure_0004.tiff	2788
2019.08.19%2943_OS_R_1_0_0000112_RegAvg%003.tiff	2943
2019.10.23%508_OS_R_1_0_0000112_RegAvg%001.tiff	508
2019.08.14%2942_OS_R_1_0_0000022_RegAvg%001.tiff	2942
2019.04.07%wt1_OD_R_1_0_0000109%002.tiff	wt1
051221e - saline_center 1@1027 RK.tiff	051221e
2019.06.01%2784_OD_R_1_0_0000097%2784_OD_R_1_0_0000097_Structure_0002.tiff	2784
110320d_Center OS #1-CO RK.tiff	110320d
2019.03.05%2730_OD_R_1_0_0000043_RegAvg%001.tiff	2730
062521d_Center1 @1057 RK.tiff	062521d
2019.03.26%2804_OD_R_1_0_0000192_RegAvg%003.tiff	2804
2019.03.18%wt1_OD_R_1_0_0000043_RegAvg%004.tiff	wt1
2019.05.30%2785_OD_R_1_0_0000037%2785_OD_R_1_0_0000037_Structure_0002.tiff	2785
2019.03.20%2802_OS_R_1_0_0000034%004.tiff	2802
2019.02.21%2740_OS_R_1_0_0000022_RegAvg%003.tiff	2740
062421a_Center2 @930 RK.tiff	062421a
2019.10.17%2932_OD_R_1_0_0000007_RegAvg%001.tiff	2932
2019.02.28%2737_OD_R_1_0_0000151_RegAvg%001.tiff	2737
032321c_Center1@958 BAB RK.tiff	032321c
E100720 - KO #1130909_center 2 @ 1114 BAB RW.tiff	E100720
2019.10.22%510_OS_R_1_0_0000082_RegAvg%002.tiff	510
2019.10.22%2932_OD_R_1_0_0000067_RegAvg%004.tiff	2932
2019.03.20%2803_OD_R_1_0_0000006%004.tiff	2803
083121c_Center1@947 RK.tiff	083121c
2019.03.07%bothcut_OS_R_1_0_0000094_RegAvg%002.tiff	bothcut
2019.02.28%2739_OD_R_1_0_0000156_RegAvg%003.tiff	2739
2019.05.29%2783_OS_R_1_0_0000022%2783_OS_R_1_0_0000022_Structure_0001.tiff	2783
2019.05.31%2788_OD_R_1_0_0000067%2788_OD_R_1_0_0000067_Structure_0004.tiff	2788
032821a baseline_Center1@831 RK.tiff	032821a
092721d Saline_Center1@1058 RK.tiff	092721d
021621b-5xFAD female_center3 @921 RK RK.tiff	021621b
060921d_Center 1@ 958 RW.tiff	060921d
2019.03.18%wt4_OD_R_1_0_0000043_RegAvg%001.tiff	wt4
101921d_Center2@1021 RK.tiff	101921d
2019.03.07%2731_OS_R_1_0_0000094_RegAvg%003.tiff	2731
102021d - SIL_center1 @1043 MM.tiff	102021d
052721a_Center2 @ 918 RK.tiff	052721a
2019.06.01%2789_OD_R_1_0_0000097%2789_OD_R_1_0_0000097_Structure_0004.tiff	2789
2019.05.20%9451_OS_R_1_0_0000022%004.tiff	9451
2019.10.18%509_OS_R_1_0_0000052_RegAvg%002.tiff	509
2019.05.30%2785_OS_R_1_0_0000052%2785_OS_R_1_0_0000052_Structure_0002.tiff	2785
082021d_center 3 @1108 RW.tiff	082021d
2019.05.29%2784_OD_R_1_0_0000007%2784_OD_R_1_0_0000007_Structure_0003.tiff	2784
2019.08.19%2941_OD_R_1_0_0000097_RegAvg%002.tiff	2941
2019.06.01%9465_OD_R_1_0_0000229%9465_OD_R_1_0_0000229_Structure_0002.tiff	9465
2019.03.08%2731_OS_R_1_0_0000130_RegAvg%004.tiff	2731
2019.03.14%wt2_OS_R_1_0_0000022_RegAvg%004.tiff	wt2
2019.02.22%2737_OS_R_1_0_0000058_RegAvg%001.tiff	2737
042321e_Center 1 @1135 RK.tiff	042321e
2019.05.30%2788_OD_R_1_0_0000037%2788_OD_R_1_0_0000037_Structure_0004.tiff	2788
2019.05.31%9465_OS_R_1_0_0000214%9465_OS_R_1_0_0000214_Structure_0004.tiff	9465
2019.03.04%2730_OD_R_1_0_0000007_RegAvg%004.tiff	2730
092821e - DNP_center2 @1058 RK.tiff	092821e
072021a - GNAT_center 3@932 RK.tiff	072021a
100421e_Center2@1024 RK.tiff	100421e
B091020_Center#1 @ 0929 am -RW superior bad fit RK.tiff	B091020
2019.08.14%2941_OD_R_1_0_0000007_RegAvg%002.tiff	2941
042721a - WT - male light_center1 @1028 RK.tiff	042721a
090221b_Center4@957 RK bab.tiff	090221b
2019.02.26%2738_OS_R_1_0_0000130_RegAvg%002.tiff	2738
2019.05.30%9465_OD_R_1_0_0000169%9465_OD_R_1_0_0000169_Structure_0003.tiff	9465
2019.02.22%2740_OS_R_1_0_0000058_RegAvg%003.tiff	2740
2019.05.31%9451_OD_R_1_0_0000198%9451_OD_R_1_0_0000198_Structure_0001.tiff	9451
2019.08.15%2943_OD_R_1_0_0000037_RegAvg%002.tiff	2943
2019.10.23%2934_OS_R_1_0_0000112_RegAvg%004.tiff	2934
2019.08.19%2940_OS_R_1_0_0000112_RegAvg%004.tiff	2940
102221b RW_center 1 @910.tiff	102221b
102121e_center 3 @1134 RK.tiff	102121e
2019.04.07%wt4_OS_R_1_0_0000124%002.tiff	wt4
2019.05.29%9452_OS_R_1_0_0000148%9452_OS_R_1_0_0000148_Structure_0001.tiff	9452
2019.04.07%wt3_OS_R_1_0_0000124%003.tiff	wt3
062521d_Center2 @1101 RK.tiff	062521d
081321d sildenafil_Center2@1106 RW.tiff	081321d
2019.08.15%2939NOYAG_OS_R_1_0_0000052_RegAvg%002.tiff	2939NOYAG
2019.05.30%9451_OS_R_1_0_0000183%9451_OS_R_1_0_0000183_Structure_0004.tiff	9451
2019.03.21%2804_OS_R_1_0_0000090%2804_OS_R_1_0_0000090_Structure_0001.tiff	2804
2019.05.31%9450_OD_R_1_0_0000193%9450_OD_R_1_0_0000193_Structure_0002.tiff	9450
2019.03.18%wt2_OD_R_1_0_0000043_RegAvg%003.tiff	wt2
062221E - GNAT_center 2 @ 1115 RW.tiff	062221E
2019.05.20%9452_OD_R_1_0_0000007%003.tiff	9452
2019.03.07%Rightearcut_OS_R_1_0_0000094_RegAvg%002.tiff	Rightearcut
090221c_Center4@1022 RK.tiff	090221c
A101420 - WT Male - #973_center 2 @ 816-CO RK.tiff	A101420
101921e_Center2@1040 RK.tiff	101921e
2019.05.21%9452_OD_R_1_0_0000049%9452_OD_R_1_0_0000049_Structure_0001.tiff	9452
2019.10.17%508_OD_R_1_0_0000007_RegAvg%004.tiff	508
082021c_center 3 @1038 RW -pls try.tiff	082021c
102221b RW_center 2 @912.tiff	102221b
2019.03.01%2741_OS_R_1_0_0000207_RegAvg%001.tiff	2741
2019.02.28%2742_OS_R_1_0_0000166_RegAvg%001.tiff	2742
2127 dark_2127_OD_L_2_90_0000038 RK.tiff	2127
032521c baseline_Center1@955 RK.tiff	032521c
090221b_Center6@1002 RK.tiff	090221b
062521e_Center1 @1128 RK.tiff	062521e
2019.04.06%wt1_OD_R_1_0_0000079%wt1_OD_R_1_0_0000079_Structure_0001.tiff	wt1
2019.02.28%2740_OD_R_1_0_0000151_RegAvg%003.tiff	2740
2019.03.14%wt4_OD_R_1_0_0000007_RegAvg%002.tiff	wt4
052121e_Center 1@1059 RK.tiff	052121e
2019.03.25%2801_OD_R_1_0_0000170_RegAvg%003.tiff	2801
D100820 - WT #112474_center 3 @ 1033 CG RK.tiff	D100820
2019.05.30%2789_OD_R_1_0_0000037%2789_OD_R_1_0_0000037_Structure_0002.tiff	2789
033021a Saline_Center 2@832 CG.tiff	033021a
032621a vehicle_Center 3 @834 CG bab.tiff	032621a
2019.02.28%2737_OS_R_1_0_0000166_RegAvg%001.tiff	2737
021621e-WT male_center1 @1126 RK RK.tiff	021621e
020921b-WT male_center2@935 RK RK.tiff	020921b
083121c_Center2@955 RK.tiff	083121c
2019.03.08%2704_OD_R_1_0_0000115_RegAvg%002.tiff	2704
B090920_Center#1 @ 0936 am-CO RK.tiff	B090920
032621b vehicle_Center 2 @923 CG bab.tiff	032621b
2019.03.08%Rightearcut_OD_R_1_0_0000115_RegAvg%002.tiff	Rightearcut
090121d Saline_Center2@939.tiff	090121d
2019.06.01%2788_OD_R_1_0_0000097%2788_OD_R_1_0_0000097_Structure_0002.tiff	2788
2019.03.05%Rightearcut_OD_R_1_0_0000043_RegAvg%002.tiff	Rightearcut
092721d Saline_Center2@1102 RK.tiff	092721d
2019.05.30%2784_OS_R_1_0_0000052%2784_OS_R_1_0_0000052_Structure_0004.tiff	2784
2019.05.20%9452_OS_R_1_0_0000022%001.tiff	9452
2019.08.16%2940_OD_R_1_0_0000067_RegAvg%002.tiff	2940
2019.05.31%2789_OD_R_1_0_0000067%2789_OD_R_1_0_0000067_Structure_0002.tiff	2789
D091020_Center#2 @ 1109 am -RW RK.tiff	D091020
2019.02.25%2739_OD_R_1_0_0000084_RegAvg%001.tiff	2739
2019.10.23%508_OD_R_1_0_0000097_RegAvg%002.tiff	508
042021d_center2 @1049 RK.tiff	042021d
090721a Dark RW_Center2@820.tiff	090721a
2019.03.25%2800_OS_R_1_0_0000176_RegAvg%003.tiff	2800
2019.05.30%9450_OS_R_1_0_0000178%9450_OS_R_1_0_0000178_Structure_0002.tiff	9450
2019.03.07%2704_OS_R_1_0_0000094_RegAvg%001.tiff	2704
091421c MP201 RW_center1@1022.tiff	091421c
2019.10.18%2933_OD_R_1_0_0000037_RegAvg%002.tiff	2933
110320e_Center OS #1 BAB RK.tiff	110320e
2019.02.21%2738_OD_R_1_0_0000007_RegAvg%003.tiff	2738
2019.03.01%2738_OS_R_1_0_0000232_RegAvg%001.tiff	2738
2019.04.07%wt3_OD_R_1_0_0000109%004.tiff	wt3
2019.08.16%2943_OS_R_1_0_0000082_RegAvg%002.tiff	2943
2019.02.21%2741_OD_R_1_0_0000007_RegAvg%002.tiff	2741
2019.03.05%2731_OD_R_1_0_0000043_RegAvg%004.tiff	2731
033021c baseline saline_Center 2@1000 RK bab.tiff	033021c
2019.10.17%2933_OD_R_1_0_0000007_RegAvg%004.tiff	2933
2019.03.01%2741_OD_R_1_0_0000192_RegAvg%002.tiff	2741
2019.03.21%2801_OS_R_1_0_0000090%2801_OS_R_1_0_0000090_Structure_0003.tiff	2801
2019.08.14%2943_OS_R_1_0_0000022_RegAvg%004.tiff	2943
2019.05.31%9463_OS_R_1_0_0000208%9463_OS_R_1_0_0000208_Structure_0001.tiff	9463
2019.06.01%9450_OS_R_1_0_0000238%9450_OS_R_1_0_0000238_Structure_0003.tiff	9450
2019.05.29%9450_OD_R_1_0_0000133%9450_OD_R_1_0_0000133_Structure_0004.tiff	9450
2019.10.23%509_OS_R_1_0_0000112_RegAvg%004.tiff	509
2019.02.22%2742_OS_R_1_0_0000058_RegAvg%001.tiff	2742
052821d_Center2 @1052 RK.tiff	052821d
2019.05.29%2789_OS_R_1_0_0000022%2789_OS_R_1_0_0000022_Structure_0001.tiff	2789
B100120-KO-112470_Center 2 @ 903 AM CG RW.tiff	B100120
2019.03.05%black_OD_R_1_0_0000043_RegAvg%004.tiff	black
081721d -Male_center 2 @ 1127 RW.tiff	081721d
2019.02.28%2742_OD_R_1_0_0000151_RegAvg%001.tiff	2742
2019.06.01%2783_OD_R_1_0_0000097%2783_OD_R_1_0_0000097_Structure_0004.tiff	2783
2019.05.22%9451_OD_R_1_0_0000096%9451_OD_R_1_0_0000096_Structure_0003.tiff	9451
072021c - Control B6J_center 2@1017 RK.tiff	072021c
051221d - TGN-020_center 2@952 RK.tiff	051221d
060821d TGN_center1@1057 RK.tiff	060821d
062521c_Center2 @1031 RK.tiff	062521c
041321a - WT - male light_center 1@857 - moved RK.tiff	041321a
Light_2943_OS_R_1_0_0000022_RegAvg BAB RW.tiff	2943
2019.10.22%508_OD_R_1_0_0000067_RegAvg%002.tiff	508
2019.05.31%2788_OS_R_1_0_0000082%2788_OS_R_1_0_0000082_Structure_0001.tiff	2788
061521c_center 2@1014 RW.tiff	061521c
2019.02.28%2740_OS_R_1_0_0000166_RegAvg%003.tiff	2740
102121c_center 3 @1035 RK.tiff	102121c
081021a - SIL_center3 @ 934 RW.tiff	081021a
092721e DNP_Center1@1120 RK.tiff	092721e
081821d -Male_center 3 @ 1103 RW.tiff	081821d
2019.08.14%2939_OS_R_1_0_0000022_RegAvg%002.tiff	2939
2019.03.04%2731_OD_R_1_0_0000007_RegAvg%001.tiff	2731
092821d - Saline_center2 @1006 RK.tiff	092821d
2019.03.14%wt3_OS_R_1_0_0000022_RegAvg%001.tiff	wt3
072821d -saline_Center1@915 RW.tiff	072821d
2019.02.26%2740_OD_R_1_0_0000115_RegAvg%002.tiff	2740
100520c_Center OS #1 -RW RK.tiff	100520c
2019.03.07%Rightearcut_OD_R_1_0_0000079_RegAvg%004.tiff	Rightearcut
051221d - TGN-020_center 1@950 BAB-RK bab.tiff	051221d
032321d_Center3@1047 RK.tiff	032321d
2019.04.06%wt5_OD_R_1_0_0000079%wt5_OD_R_1_0_0000079_Structure_0001.tiff	wt5
2019.02.26%2739_OS_R_1_0_0000135_RegAvg%004.tiff	2739
2019.02.25%2740_OD_R_1_0_0000079_RegAvg%003.tiff	2740
2019.03.20%2801_OD_R_1_0_0000006%002.tiff	2801
2019.02.25%2738_OS_R_1_0_0000094_RegAvg%001.tiff	2738
083121a_center1 @903 RK.tiff	083121a
062521e_Center2 @1130 RK.tiff	062521e
2019.02.28%2741_OS_R_1_0_0000171_RegAvg%001.tiff	2741
071221c_Center1 @1107 RK.tiff	071221c
2019.08.19%2939NOYAG_OD_R_1_0_0000097_RegAvg%003.tiff	2939NOYAG
060921e_Center 2 @1030 RW.tiff	060921e
2019.03.04%black_OD_R_1_0_0000007_RegAvg%002.tiff	black
2019.05.30%9450_OD_R_1_0_0000163%9450_OD_R_1_0_0000163_Structure_0003.tiff	9450
081921a_center 2 @954 bab RW.tiff	081921a
2019.03.18%wt5_OD_R_1_0_0000043_RegAvg%004.tiff	wt5
120920d-WT-115214  MM_center2 @1047 RK RW.tiff	120920d
2019.08.15%2942_OS_R_1_0_0000052_RegAvg%002.tiff	2942
2019.03.08%black_OS_R_1_0_0000130_RegAvg%004.tiff	black
092821c - DNP_center1 @1001 RK.tiff	092821c
2019.05.31%9465_OD_R_1_0_0000199%9465_OD_R_1_0_0000199_Structure_0002.tiff	9465
2019.10.23%2933_OS_R_1_0_0000112_RegAvg%003.tiff	2933
C102820 -5xFAD male - #985_center 2 @1029 RK RK.tiff	C102820
2019.10.22%2933_OD_R_1_0_0000067_RegAvg%001.tiff	2933
102121a_center 1 @934 RW.tiff	102121a
2019.10.17%510_OD_R_1_0_0000007_RegAvg%003.tiff	510
2019.03.14%wt5_OS_R_1_0_0000022_RegAvg%003.tiff	wt5
2019.05.21%9451_OS_R_1_0_0000069%9451_OS_R_1_0_0000069_Structure_0003.tiff	9451
2019.03.20%2801_OS_R_1_0_0000034%001.tiff	2801
2128 light_2128_OS_V_2x0_90_0000030 RK.tiff	2128
2019.05.21%9452_OS_R_1_0_0000064%9452_OS_R_1_0_0000064_Structure_0004.tiff	9452
2019.06.01%9450_OD_R_1_0_0000223%9450_OD_R_1_0_0000223_Structure_0002.tiff	9450
2019.05.21%9451_OD_R_1_0_0000049%9451_OD_R_1_0_0000049_Structure_0003.tiff	9451
033021d baseline DNP_Center 1@1041 RK bab.tiff	033021d
2019.03.26%2801_OD_R_1_0_0000206_RegAvg%001.tiff	2801
2019.05.30%2784_OD_R_1_0_0000037%2784_OD_R_1_0_0000037_Structure_0004.tiff	2784
052121a_Center 1@900 RK.tiff	052121a
102721d RW_Center2 @944.tiff	102721d
2019.10.17%509_OD_R_1_0_0000007_RegAvg%001.tiff	509
2019.05.30%2789_OS_R_1_0_0000052%2789_OS_R_1_0_0000052_Structure_0002.tiff	2789
2019.05.29%2788_OD_R_1_0_0000007%2788_OD_R_1_0_0000007_Structure_0003.tiff	2788
2019.03.04%bothcut_OS_R_1_0_0000022_RegAvg%003.tiff	bothcut
2019.03.05%Rightearcut_OS_R_1_0_0000058_RegAvg%003.tiff	Rightearcut
071221e_Center1 @1141 RK.tiff	071221e
2019.04.06%wt3_OS_R_1_0_0000094%wt3_OS_R_1_0_0000094_Structure_0003.tiff	wt3
2019.06.01%2785_OD_R_1_0_0000097%2785_OD_R_1_0_0000097_Structure_0004.tiff	2785
2019.03.21%2804_OD_R_1_0_0000062%2804_OD_R_1_0_0000062_Structure_0004.tiff	2804
2019.05.22%9452_OS_R_1_0_0000106%9452_OS_R_1_0_0000106_Structure_0001.tiff	9452
2019.10.18%508_OD_R_1_0_0000037_RegAvg%002.tiff	508
2019.06.01%9451_OD_R_1_0_0000228%9451_OD_R_1_0_0000228_Structure_0001.tiff	9451
2019.03.25%2801_OS_R_1_0_0000185_RegAvg%002.tiff	2801
101421d_center1 @1006 bab.tiff	101421d
2019.02.21%2742_OS_R_1_0_0000022_RegAvg%001.tiff	2742
2019.02.25%2737_OD_R_1_0_0000079_RegAvg%001.tiff	2737
2019.03.26%2802_OD_R_1_0_0000198_RegAvg%002.tiff	2802
081821d -Male_center 2 @ 1102 RW.tiff	081821d
2019.05.31%2784_OD_R_1_0_0000067%2784_OD_R_1_0_0000067_Structure_0004.tiff	2784
100521b - Saline_center2 @948 RK.tiff	100521b
060221e -TGN-020_center2 @1128 RW.tiff	060221e
052121c_Center 1@ 1002 RK.tiff	052121c
2019.03.01%2740_OD_R_1_0_0000187_RegAvg%002.tiff	2740
061721d_Center2 @1104.tiff	061721d
2019.08.14%2940_OS_R_1_0_0000022_RegAvg%003.tiff	2940
032321e_Center3@1135 BAB RK.tiff	032321e
2019.08.19%2941_OS_R_1_0_0000112_RegAvg%001.tiff	2941
2019.03.07%bothcut_OD_R_1_0_0000079_RegAvg%004.tiff	bothcut
2019.02.26%2737_OS_R_1_0_0000130_RegAvg%004.tiff	2737
100621d_center2 @1007 RK.tiff	100621d
2019.05.22%9452_OD_R_1_0_0000091%9452_OD_R_1_0_0000091_Structure_0001.tiff	9452
112420 - Usher - #8_center 4 @1020 CG RK.tiff	112420
2019.03.14%wt4_OS_R_1_0_0000022_RegAvg%001.tiff	wt4
082021b_center 3 @1002 RW.tiff	082021b
2019.06.01%2788_OS_R_1_0_0000112%2788_OS_R_1_0_0000112_Structure_0001.tiff	2788
092821b - Saline_center1 @941 RK.tiff	092821b
2019.03.20%2804_OS_R_1_0_0000034%001.tiff	2804
2019.05.29%9465_OS_R_1_0_0000154%9465_OS_R_1_0_0000154_Structure_0002.tiff	9465
2019.03.25%2801_OD_R_1_0_0000170_RegAvg%004.tiff	2801
2019.02.28%2740_OD_R_1_0_0000151_RegAvg%004.tiff	2740
2019.10.18%510_OD_R_1_0_0000037_RegAvg%002.tiff	510
052721d_Center1 @1049 RK bab.tiff	052721d
2019.10.17%508_OD_R_1_0_0000007_RegAvg%003.tiff	508
2019.05.20%9452_OD_R_1_0_0000007%004.tiff	9452
2019.05.30%9463_OD_R_1_0_0000163%9463_OD_R_1_0_0000163_Structure_0001.tiff	9463
2019.02.28%2739_OS_R_1_0_0000171_RegAvg%002.tiff	2739
2019.03.05%2704_OD_R_1_0_0000043_RegAvg%001.tiff	2704
2019.02.25%2740_OS_R_1_0_0000094_RegAvg%002.tiff	2740
102621d RW_center1 @1035.tiff	102621d
081021d - SIL_center2 @ 1037 RW.tiff	081021d
092221a - Saline_center1 @913 RW.tiff	092221a
2019.04.07%wt3_OS_R_1_0_0000124%004.tiff	wt3
2019.05.30%9451_OS_R_1_0_0000183%9451_OS_R_1_0_0000183_Structure_0003.tiff	9451
2019.03.18%wt2_OD_R_1_0_0000043_RegAvg%004.tiff	wt2
102921a_center1 @911.tiff	102921a
032421a-DNP_center 3@834 RW RW.tiff	032421a
101421e_center2 @1028 bab.tiff	101421e
C100820 - KO #113090_center 1 @ 939 CG RK.tiff	C100820
2019.02.26%2738_OD_R_1_0_0000115_RegAvg%001.tiff	2738
032521e baseline_Center3@1142 RK bab.tiff	032521e
080321a_center 2 @ 937 RW.tiff	080321a
2019.10.23%2934_OS_R_1_0_0000112_RegAvg%003.tiff	2934
2019.08.19%2940_OS_R_1_0_0000112_RegAvg%003.tiff	2940
2019.10.22%2934_OD_R_1_0_0000067_RegAvg%001.tiff	2934
011221b_center3 @911 -RW RK.tiff	011221b
2019.08.14%2941_OS_R_1_0_0000022_RegAvg%001.tiff	2941
2019.02.22%2740_OS_R_1_0_0000058_RegAvg%004.tiff	2740
2019.05.30%9465_OD_R_1_0_0000169%9465_OD_R_1_0_0000169_Structure_0004.tiff	9465
2019.05.20%9463_OD_R_1_0_0000007%002.tiff	9463
112420 - Usher - #8_center 3 @1014 CG RK.tiff	112420
2019.05.30%2788_OD_R_1_0_0000037%2788_OD_R_1_0_0000037_Structure_0003.tiff	2788
2019.05.31%9465_OS_R_1_0_0000214%9465_OS_R_1_0_0000214_Structure_0003.tiff	9465
2019.03.04%2730_OD_R_1_0_0000007_RegAvg%003.tiff	2730
E100120-WT-113104_Center 1 @ 1112 AM BAB RW.tiff	E100120
2019.03.14%wt2_OS_R_1_0_0000022_RegAvg%003.tiff	wt2
040621b - WT - female_center 1@1014 RK.tiff	040621b
100421c_Center1@941 RK.tiff	100421c
052821c_Center2 @ 1018 RK.tiff	052821c
041421a - WT - male dark_center2 @0914 RK.tiff	041421a
2019.03.05%bothcut_OS_R_1_0_0000058_RegAvg%001.tiff	bothcut
2019.03.18%wt1_OS_R_1_0_0000058_RegAvg%002.tiff	wt1
060221d -SALINE_center2 @1100 RW.tiff	060221d
092221e - Saline_center1 @1115 RW.tiff	092221e
052121a_Center 3@ 905 RK.tiff	052121a
2019.05.20%9451_OS_R_1_0_0000022%003.tiff	9451
051821c TGN_Center1 @938 RW bab.tiff	051821c
2019.06.01%2789_OD_R_1_0_0000097%2789_OD_R_1_0_0000097_Structure_0003.tiff	2789
081721a -Female_center 1 @ 1012 RW.tiff	081721a
052821a_Center2 @919 RK.tiff	052821a
2019.03.08%2731_OS_R_1_0_0000130_RegAvg%003.tiff	2731
2019.05.29%2784_OD_R_1_0_0000007%2784_OD_R_1_0_0000007_Structure_0004.tiff	2784
2019.02.25%2741_OD_R_1_0_0000079_RegAvg%001.tiff	2741
2019.03.20%2804_OD_R_1_0_0000006%002.tiff	2804
062221a - GNAT_center 1 @ 902 RW.tiff	062221a
2019.05.31%2788_OD_R_1_0_0000067%2788_OD_R_1_0_0000067_Structure_0003.tiff	2788
2019.03.07%2731_OS_R_1_0_0000094_RegAvg%004.tiff	2731
121720b-WT-115538_center 2@910 CG RW.tiff	121720b
100621a_center1 @906 RK.tiff	100621a
091821b Saline MM_Center1@921 MM.tiff	091821b
090721a Dark RW_Center1@818.tiff	090721a
062321a - GNAT_center1 @ 906 RW.tiff	062321a
2019.02.28%2739_OD_R_1_0_0000156_RegAvg%004.tiff	2739
2019.03.07%black_OD_R_1_0_0000079_RegAvg%001.tiff	black
061621a_center 1@928 RW.tiff	061621a
2019.10.23%2932_OS_R_1_0_0000112_RegAvg%001.tiff	2932
2019.10.22%2932_OD_R_1_0_0000067_RegAvg%003.tiff	2932
2019.03.20%2803_OD_R_1_0_0000006%003.tiff	2803
092420a_Center #1 BAB RK.tiff	092420a
032821c baseline_Center3@1016 RK bab.tiff	032821c
2019.03.26%2804_OD_R_1_0_0000192_RegAvg%004.tiff	2804
032521d baseline_Center2@1050 RK bab.tiff	032521d
2019.03.18%wt1_OD_R_1_0_0000043_RegAvg%003.tiff	wt1
2019.10.17%2932_OS_R_1_0_0000022_RegAvg%002.tiff	2932
060921b_Center 1@900 RW.tiff	060921b
102621b RW_center2 @953.tiff	102621b
102021c - Saline_center1 @1018 MM.tiff	102021c
2019.05.21%9450_OD_R_1_0_0000049%9450_OD_R_1_0_0000049_Structure_0002.tiff	9450
072921e_Center1@957 RK.tiff	072921e
2019.02.21%2740_OS_R_1_0_0000022_RegAvg%004.tiff	2740
2019.03.20%2802_OS_R_1_0_0000034%003.tiff	2802
2019.08.15%2940_OD_R_1_0_0000037_RegAvg%002.tiff	2940
2019.08.19%2943_OS_R_1_0_0000112_RegAvg%004.tiff	2943
2019.05.30%2788_OS_R_1_0_0000052%2788_OS_R_1_0_0000052_Structure_0003.tiff	2788
2019.06.01%9465_OS_R_1_0_0000244%9465_OS_R_1_0_0000244_Structure_0004.tiff	9465
2019.04.04%2735_OS_R_1_0_0000056_RegAvg%002.tiff	2735
2019.05.29%2789_OD_R_1_0_0000007%2789_OD_R_1_0_0000007_Structure_0002.tiff	2789
2019.03.21%2802_OS_R_1_0_0000094%2802_OS_R_1_0_0000094_Structure_0002.tiff	2802
2019.04.06%wt2_OD_R_1_0_0000079%wt2_OD_R_1_0_0000079_Structure_0002.tiff	wt2
2019.08.14%2942_OD_R_1_0_0000007_RegAvg%002.tiff	2942
100421e_Center1@1022 RK.tiff	100421e
033021e Saline_Center 2@1135 RK.tiff	033021e
2019.05.29%9450_OS_R_1_0_0000148%9450_OS_R_1_0_0000148_Structure_0002.tiff	9450
2019.03.25%2804_OS_R_1_0_0000170_RegAvg%002.tiff	2804
2019.04.05%2735_OD_R_1_0_0000071_RegAvg%004.tiff	2735
2019.10.18%2934_OD_R_1_0_0000037_RegAvg%002.tiff	2934
100521e - DNP_center 2@1058 RK.tiff	100521e
2019.05.31%9452_OD_R_1_0_0000193%9452_OD_R_1_0_0000193_Structure_0001.tiff	9452
2019.10.22%2932_OS_R_1_0_0000082_RegAvg%004.tiff	2932
032421e-DNP_center 2@1136 BAB CO.tiff	032421e
2019.10.22%510_OD_R_1_0_0000067_RegAvg%002.tiff	510
073021d Sildenafil_Center1@937 RW.tiff	073021d
092421b DMSO RK_Center1@1017.tiff	092421b
